,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2808,46104888,Centro,Universidad,40.42057,-3.70531,Entire home/apt,75,3,218,4.62,4,315
2809,48007916,Salamanca,Goya,40.42342,-3.67459,Private room,39,1,49,1.08,1,40
2810,48010985,Centro,Justicia,40.42378,-3.69797,Private room,31,1,192,4.08,3,79
2811,48051158,Carabanchel,San Isidro,40.39704,-3.73571,Private room,20,2,28,0.68,4,353
2812,48087422,Centro,Justicia,40.42094,-3.70103,Entire home/apt,105,2,6,0.13,6,322
2813,6709751,Centro,Embajadores,40.40932,-3.70494,Entire home/apt,60,2,64,1.42,1,44
2814,17614140,Moncloa - Aravaca,Casa de Campo,40.40933,-3.74824,Private room,24,30,2,0.07,1,261
2815,10446951,Latina,Cármenes,40.40261,-3.73121,Entire home/apt,50,2,2,0.04,2,44
2816,3440242,Latina,Puerta del Angel,40.4136,-3.72511,Entire home/apt,60,1,18,0.39,1,0
2817,28751808,Centro,Embajadores,40.41367,-3.70242,Entire home/apt,100,1,0,0.0,1,0
2818,17371009,Carabanchel,San Isidro,40.39301,-3.74049,Entire home/apt,40,210,25,0.54,3,364
2819,2925707,Centro,Embajadores,40.40773,-3.70736,Private room,29,5,29,0.64,2,0
2820,27052860,Centro,Sol,40.41839,-3.70212,Entire home/apt,70,2,194,4.12,5,153
2821,24080903,Retiro,Adelfas,40.40549,-3.67028,Private room,42,1,0,0.0,1,0
2822,48219632,Villaverde,Los Rosales,40.34901,-3.69227,Private room,20,2,191,4.09,3,54
2823,3236116,Centro,Palacio,40.41155,-3.71142,Private room,30,1,334,7.27,1,36
2824,3566146,Salamanca,Recoletos,40.42564,-3.68228,Hotel room,461,3,12,0.31,9,223
2825,48223066,Centro,Embajadores,40.41355,-3.70543,Entire home/apt,100,3,88,3.59,1,45
2826,9934732,Centro,Justicia,40.42503,-3.69987,Entire home/apt,40,1,268,5.73,5,72
2827,31509536,Centro,Cortes,40.41499,-3.70035,Entire home/apt,110,3,16,0.37,9,238
2828,48255117,Arganzuela,Chopera,40.39471,-3.69564,Private room,30,2,143,3.22,1,11
2829,23122774,Chamberí,Trafalgar,40.43795,-3.70295,Entire home/apt,49,1,103,2.19,8,327
2830,48087422,Centro,Justicia,40.42122,-3.70056,Entire home/apt,114,2,9,0.19,6,329
2831,25129863,Centro,Embajadores,40.41079,-3.69796,Entire home/apt,70,2,82,1.76,3,0
2832,25129863,Centro,Embajadores,40.41098,-3.69639,Private room,55,2,0,0.0,3,20
2833,48087422,Centro,Justicia,40.42145,-3.70023,Entire home/apt,120,2,6,0.13,6,319
2834,48244648,Centro,Justicia,40.42424,-3.69943,Entire home/apt,67,1,117,2.7,2,64
2835,7033920,Chamartín,Castilla,40.46884,-3.6861,Entire home/apt,95,4,64,1.46,5,281
2836,48327231,Centro,Cortes,40.41518,-3.69935,Entire home/apt,67,2,23,0.49,2,51
2837,4032377,Centro,Justicia,40.42019,-3.69772,Entire home/apt,55,1,0,0.0,1,0
2838,48087422,Centro,Justicia,40.42074,-3.70078,Entire home/apt,90,2,3,0.06,6,329
2839,31509536,Centro,Cortes,40.41471,-3.70175,Entire home/apt,109,2,13,0.32,9,273
2840,48385280,Retiro,Jerónimos,40.40781,-3.68321,Entire home/apt,55,1,35,0.83,1,265
2841,31509536,Centro,Cortes,40.41429,-3.70208,Entire home/apt,100,2,107,2.54,9,260
2842,43875298,Centro,Embajadores,40.40745,-3.69907,Entire home/apt,35,3,22,0.5,3,230
2843,48398877,Puente de Vallecas,Palomeras Bajas,40.38724,-3.65519,Private room,22,2,102,2.33,2,315
2844,31127756,Retiro,Pacífico,40.40623,-3.68055,Entire home/apt,80,3,76,1.63,6,320
2845,34925981,Retiro,Ibiza,40.41809,-3.67346,Private room,29,1,0,0.0,1,0
2846,48575477,Centro,Universidad,40.42007,-3.70206,Entire home/apt,53,2,214,4.57,1,226
2847,48579433,Fuencarral - El Pardo,Peñagrande,40.48035,-3.72225,Private room,16,28,7,0.15,2,270
2848,32492581,Centro,Palacio,40.42059,-3.70741,Private room,37,1,510,10.9,2,59
2849,48588027,Chamartín,Prosperidad,40.44633,-3.66209,Entire home/apt,54,28,43,0.93,1,298
2850,28831681,Centro,Justicia,40.42568,-3.69774,Entire home/apt,47,3,90,1.94,11,314
2851,34808244,Centro,Universidad,40.42612,-3.70479,Private room,31,1,310,6.62,1,0
2852,3919700,Centro,Cortes,40.41183,-3.69495,Private room,39,1,141,3.12,2,17
2853,2242135,Centro,Embajadores,40.41297,-3.70529,Entire home/apt,240,3,10,0.37,8,295
2854,4881109,Chamberí,Gaztambide,40.43111,-3.71581,Entire home/apt,59,3,155,3.37,3,295
2855,4270801,Centro,Embajadores,40.40975,-3.70089,Entire home/apt,64,2,93,2.94,1,88
2856,48666465,Centro,Embajadores,40.41107,-3.70806,Entire home/apt,84,3,11,0.24,1,0
2857,28831681,Centro,Justicia,40.4235,-3.69581,Entire home/apt,45,3,109,2.34,11,135
2858,47410479,Centro,Sol,40.41413,-3.70674,Entire home/apt,64,1,286,6.14,2,307
2859,32046323,Centro,Justicia,40.42418,-3.69507,Entire home/apt,180,30,1,0.02,83,230
2860,48769462,Moncloa - Aravaca,Argüelles,40.42588,-3.71493,Entire home/apt,58,7,5,0.33,1,125
2861,33647555,Centro,Palacio,40.41683,-3.70962,Entire home/apt,75,2,153,3.28,12,99
2862,5746574,San Blas - Canillejas,Rejas,40.44305,-3.57808,Private room,70,1,21,0.46,2,363
2863,48794838,Chamberí,Vallehermoso,40.44265,-3.71369,Private room,75,1,0,0.0,1,0
2864,17902428,Retiro,Ibiza,40.41603,-3.67521,Private room,30,3,68,1.47,2,0
2865,48874758,Centro,Universidad,40.42297,-3.70197,Entire home/apt,200,3,233,5.05,3,207
2866,32492581,Centro,Palacio,40.42099,-3.707,Private room,37,1,547,11.7,2,64
2867,3746437,Centro,Cortes,40.41298,-3.70016,Entire home/apt,60,1,11,0.24,4,285
2868,7212323,Centro,Justicia,40.4211,-3.69864,Entire home/apt,150,2,1,0.02,1,0
2869,48951414,Arganzuela,Legazpi,40.38994,-3.69336,Entire home/apt,75,4,18,0.39,1,109
2870,4530961,Moncloa - Aravaca,Casa de Campo,40.42038,-3.75477,Private room,25,2,34,0.78,1,168
2871,53526,Centro,Embajadores,40.40809,-3.70507,Entire home/apt,99,2,148,3.2,4,146
2872,48992339,Tetuán,Castillejos,40.45697,-3.69501,Private room,22,5,47,1.01,3,100
2873,29307271,Villaverde,San Andrés,40.34342,-3.70574,Private room,15,1,14,0.3,1,261
2874,24333252,Centro,Embajadores,40.41186,-3.70083,Private room,35,2,1,0.02,1,0
2875,15208964,Centro,Embajadores,40.40553,-3.70238,Entire home/apt,55,3,167,3.59,5,45
2876,11757734,Centro,Palacio,40.41047,-3.71168,Entire home/apt,86,3,141,3.06,2,162
2877,47554470,Arganzuela,Atocha,40.40707,-3.69217,Entire home/apt,55,1,341,7.32,5,314
2878,47554470,Arganzuela,Atocha,40.40756,-3.69215,Entire home/apt,55,1,376,8.06,5,328
2879,48579433,Fuencarral - El Pardo,Peñagrande,40.4793,-3.72223,Private room,17,30,2,0.1,2,252
2880,28404781,Centro,Justicia,40.42575,-3.70086,Entire home/apt,1000,365,78,1.71,2,261
2881,8974042,Arganzuela,Acacias,40.40143,-3.71016,Entire home/apt,100,3,10,0.22,1,0
2882,2330010,Tetuán,Berruguete,40.46001,-3.70403,Entire home/apt,54,2,44,1.21,1,32
2883,5956402,Centro,Palacio,40.4127,-3.71045,Entire home/apt,65,2,123,2.64,3,45
2884,28330213,Centro,Cortes,40.41709,-3.69985,Private room,37,1,327,7.25,3,118
2885,28330213,Centro,Cortes,40.41711,-3.69984,Private room,37,1,321,6.96,3,282
2886,49149339,Puente de Vallecas,Palomeras Bajas,40.38969,-3.65392,Entire home/apt,55,2,138,2.96,2,324
2887,49155307,Centro,Universidad,40.42456,-3.70476,Entire home/apt,190,2,119,2.61,1,341
2888,3885180,Centro,Embajadores,40.4095,-3.70235,Entire home/apt,65,2,19,0.61,1,0
2889,49182810,Puente de Vallecas,Numancia,40.3992,-3.66039,Private room,29,1,77,1.67,1,352
2890,15720962,Chamartín,El Viso,40.44718,-3.68456,Entire home/apt,98,5,34,0.74,1,127
2891,49261148,Centro,Universidad,40.42193,-3.70291,Entire home/apt,68,3,82,1.8,1,140
2892,49269166,Chamberí,Vallehermoso,40.44266,-3.71411,Private room,35,1,0,0.0,1,0
2893,49277754,Chamartín,Ciudad Jardín,40.44519,-3.67514,Entire home/apt,80,2,59,1.28,1,280
2894,34830619,Moncloa - Aravaca,Argüelles,40.42457,-3.71306,Private room,30,1,20,0.43,3,337
2895,48123204,Chamartín,El Viso,40.45078,-3.68788,Private room,70,30,18,0.4,1,358
2896,134086,Centro,Embajadores,40.41221,-3.70547,Entire home/apt,100,4,22,0.47,1,321
2897,17456435,Salamanca,Castellana,40.43424,-3.68483,Entire home/apt,88,3,0,0.0,1,0
2898,584351,Centro,Embajadores,40.4118,-3.70394,Entire home/apt,75,3,79,1.71,3,330
2899,49397122,Ciudad Lineal,Ventas,40.43162,-3.65701,Entire home/apt,48,1,202,4.76,2,301
2900,14629836,Centro,Universidad,40.42288,-3.70671,Private room,39,1,368,7.9,13,314
2901,29442756,Centro,Embajadores,40.40783,-3.70163,Private room,18,1,1,0.02,1,0
2902,48020508,Centro,Embajadores,40.41164,-3.70202,Private room,30,1,278,6.03,1,314
2903,49429521,Barajas,Casco Histórico de Barajas,40.47349,-3.58047,Private room,450,1,0,0.0,1,365
2904,22329344,Carabanchel,Vista Alegre,40.38562,-3.73857,Private room,25,1,255,5.53,1,76
2905,49486916,Centro,Justicia,40.42365,-3.69815,Private room,38,2,158,3.41,5,317
2906,49486916,Centro,Justicia,40.42485,-3.69839,Private room,35,2,27,0.59,5,314
2907,49507277,Ciudad Lineal,Ventas,40.42381,-3.65754,Private room,65,2,1,0.02,3,364
2908,22481371,Centro,Embajadores,40.41111,-3.69828,Entire home/apt,45,2,91,1.99,5,266
2909,49501483,Centro,Embajadores,40.40843,-3.6986,Entire home/apt,72,4,113,2.46,1,45
2910,22361249,Centro,Cortes,40.41429,-3.69831,Entire home/apt,80,60,125,2.76,3,120
2911,39758265,San Blas - Canillejas,Simancas,40.44028,-3.62288,Entire home/apt,65,3,104,2.26,4,143
2912,7595958,Centro,Embajadores,40.40748,-3.71019,Entire home/apt,75,3,64,1.42,2,343
2913,49611644,Barajas,Timón,40.47043,-3.58278,Entire home/apt,100,4,94,2.38,1,17
2914,49486916,Centro,Justicia,40.42644,-3.70022,Private room,45,2,78,1.69,5,318
2915,44550572,Latina,Campamento,40.39807,-3.76919,Entire home/apt,59,2,147,3.24,2,257
2916,49688247,Usera,Zofío,40.38041,-3.71422,Entire home/apt,52,2,187,4.06,1,82
2917,38429316,Centro,Palacio,40.4086,-3.71216,Entire home/apt,95,3,186,4.05,1,72
2918,46178038,Salamanca,Goya,40.42512,-3.67128,Private room,22,1,8,0.17,1,0
2919,16731732,San Blas - Canillejas,Simancas,40.43744,-3.62464,Entire home/apt,60,2,47,1.02,1,0
2920,49768291,Moncloa - Aravaca,Valdezarza,40.47032,-3.71776,Private room,35,2,1,0.28,1,65
2921,39758265,San Blas - Canillejas,Simancas,40.44084,-3.62494,Entire home/apt,65,3,56,1.24,4,331
2922,7033920,Chamartín,Castilla,40.47012,-3.68615,Entire home/apt,60,4,64,1.43,5,330
2923,2036304,Centro,Embajadores,40.40934,-3.69303,Entire home/apt,75,32,35,0.82,1,62
2924,32046323,Salamanca,Recoletos,40.42533,-3.68648,Entire home/apt,258,30,1,0.03,83,79
2925,32046323,Chamartín,Nueva España,40.46605,-3.67432,Entire home/apt,875,30,0,0.0,83,0
2926,8647044,Centro,Cortes,40.41466,-3.702,Entire home/apt,120,2,43,0.93,6,313
2927,33494165,Centro,Palacio,40.41679,-3.71106,Entire home/apt,49,1,271,5.91,2,37
2928,49876674,Latina,Puerta del Angel,40.41048,-3.7392,Entire home/apt,100,2,32,0.69,1,320
2929,49659497,Centro,Justicia,40.42554,-3.69818,Entire home/apt,49,4,66,1.51,1,28
2930,3908623,Puente de Vallecas,San Diego,40.39161,-3.66915,Shared room,30,1,4,0.1,6,350
2931,14463303,Retiro,Ibiza,40.42094,-3.67834,Private room,19,1,16,0.51,1,0
2932,27091473,Centro,Palacio,40.41128,-3.71794,Entire home/apt,65,2,0,0.0,1,0
2933,4710774,Centro,Universidad,40.42385,-3.70422,Entire home/apt,90,3,189,5.01,6,63
2934,4899642,Centro,Embajadores,40.40799,-3.70028,Private room,38,2,289,6.28,2,99
2935,37611348,Centro,Sol,40.41551,-3.70623,Entire home/apt,90,1,143,3.11,3,232
2936,49326150,Hortaleza,Valdefuentes,40.48889,-3.672,Entire home/apt,85,1,0,0.0,1,0
2937,50051337,Moncloa - Aravaca,Argüelles,40.42419,-3.71254,Entire home/apt,50,2,144,3.13,1,288
2938,3663439,Centro,Embajadores,40.41052,-3.70527,Private room,450,2,3,0.07,1,364
2939,23715618,Centro,Embajadores,40.40957,-3.69985,Entire home/apt,51,2,250,5.43,5,79
2940,50128107,Chamberí,Gaztambide,40.43201,-3.71338,Entire home/apt,300,1,0,0.0,1,0
2941,6088701,Centro,Palacio,40.42045,-3.70798,Entire home/apt,91,3,189,4.16,1,68
2942,5950981,Centro,Embajadores,40.41318,-3.70313,Entire home/apt,92,4,137,3.05,5,188
2943,2864064,Centro,Cortes,40.41106,-3.69579,Entire home/apt,54,1,180,3.97,23,110
2944,50183470,Centro,Embajadores,40.41242,-3.70268,Private room,34,2,226,5.11,1,94
2945,2925707,Centro,Embajadores,40.40799,-3.70759,Entire home/apt,120,3,0,0.0,2,0
2946,45992106,Centro,Universidad,40.42183,-3.70452,Entire home/apt,69,1,136,2.95,1,120
2947,50211168,Chamberí,Arapiles,40.43683,-3.70853,Private room,25,1,1,0.02,1,0
2948,16284786,Centro,Justicia,40.42128,-3.69982,Entire home/apt,95,6,4,0.09,1,109
2949,44267738,Centro,Palacio,40.42087,-3.70747,Entire home/apt,99,1,167,3.62,23,265
2950,6723066,Tetuán,Valdeacederas,40.47027,-3.70078,Entire home/apt,55,3,19,0.41,1,346
2951,49507277,Ciudad Lineal,Ventas,40.42253,-3.65554,Private room,25,2,3,0.12,3,359
2952,1230636,Centro,Universidad,40.42598,-3.70476,Entire home/apt,124,3,56,1.32,1,355
2953,34163379,Centro,Cortes,40.41352,-3.69544,Entire home/apt,27,7,72,1.65,1,282
2954,50293657,Centro,Embajadores,40.4081,-3.69337,Entire home/apt,135,2,73,1.68,1,347
2955,50302503,San Blas - Canillejas,Simancas,40.42849,-3.6297,Private room,15,1,47,1.04,1,0
2956,11479457,Centro,Sol,40.41946,-3.70047,Entire home/apt,110,4,60,1.33,2,331
2957,1650712,Centro,Cortes,40.4141,-3.69952,Entire home/apt,220,2,77,1.72,26,297
2958,41563621,Centro,Embajadores,40.41169,-3.6996,Private room,10,1,1,0.02,1,0
2959,1652272,Centro,Palacio,40.41158,-3.7127,Entire home/apt,69,2,92,1.99,2,48
2960,49486916,Centro,Justicia,40.42504,-3.70055,Shared room,140,2,2,0.05,5,336
2961,50348619,Carabanchel,Puerta Bonita,40.38784,-3.73219,Private room,20,1,116,2.52,1,79
2962,50350288,Centro,Sol,40.41535,-3.70237,Entire home/apt,88,1,231,5.1,4,299
2963,50351360,Centro,Palacio,40.4105,-3.70918,Private room,45,1,1,0.02,2,0
2964,2864064,Centro,Sol,40.41809,-3.70352,Entire home/apt,54,1,228,5.02,23,103
2965,2864064,Centro,Sol,40.41738,-3.70268,Entire home/apt,108,1,188,4.08,23,121
2966,14259451,Centro,Universidad,40.4218,-3.70451,Entire home/apt,122,4,136,3.01,1,56
2967,50384101,Centro,Embajadores,40.4095,-3.69993,Private room,62,2,0,0.0,1,0
2968,50392421,Centro,Cortes,40.41386,-3.70058,Entire home/apt,90,3,323,7.11,3,7
2969,50392291,Tetuán,Castillejos,40.45743,-3.69637,Entire home/apt,40,2,134,2.96,1,0
2970,7901550,Centro,Sol,40.41817,-3.70607,Private room,18,3,1,0.02,1,0
2971,23444591,Usera,Moscardó,40.38584,-3.70738,Private room,35,1,29,0.8,5,353
2972,50451459,Retiro,Ibiza,40.41815,-3.67813,Entire home/apt,90,2,7,0.16,1,336
2973,42484564,Centro,Universidad,40.42834,-3.71443,Private room,28,1,60,1.3,3,0
2974,50491629,Chamberí,Arapiles,40.43703,-3.71046,Private room,40,2,0,0.0,1,365
2975,36225435,Arganzuela,Palos de Moguer,40.40523,-3.69728,Private room,54,4,107,2.37,2,57
2976,50500757,Tetuán,Cuatro Caminos,40.45485,-3.69684,Private room,40,7,1,0.02,1,0
2977,9885245,Centro,Embajadores,40.40786,-3.70228,Entire home/apt,50,1,224,4.86,36,339
2978,3918120,Moncloa - Aravaca,Casa de Campo,40.41535,-3.72757,Entire home/apt,122,3,23,0.56,2,0
2979,50518604,Centro,Embajadores,40.40859,-3.70343,Entire home/apt,30,2,2,0.04,1,0
2980,9934732,Centro,Universidad,40.42603,-3.70499,Entire home/apt,35,1,230,5.03,5,296
2981,48992339,Tetuán,Castillejos,40.45658,-3.6953,Private room,22,5,53,1.15,3,117
2982,6288128,Centro,Embajadores,40.41073,-3.70314,Entire home/apt,135,2,239,5.29,7,322
2983,6903368,Centro,Justicia,40.4202,-3.69652,Entire home/apt,98,1,67,1.48,5,353
2984,10481055,Centro,Embajadores,40.41087,-3.70863,Entire home/apt,57,3,111,2.44,1,82
2985,36711312,Centro,Embajadores,40.41274,-3.70112,Private room,55,1,0,0.0,1,0
2986,133565,Tetuán,Bellas Vistas,40.45452,-3.70455,Private room,25,2,0,0.0,3,0
2987,46219257,Salamanca,Recoletos,40.42177,-3.68621,Entire home/apt,160,3,45,0.99,2,8
2988,1647109,Centro,Palacio,40.42319,-3.71125,Entire home/apt,110,3,96,2.12,9,309
2989,2752722,Centro,Palacio,40.41519,-3.70902,Entire home/apt,73,3,10,0.23,1,0
2990,1108348,Puente de Vallecas,Palomeras Bajas,40.38975,-3.65306,Private room,21,1,82,1.84,3,358
2991,17556638,Centro,Embajadores,40.40844,-3.70003,Entire home/apt,29,2,194,4.23,6,258
2992,28457745,Centro,Embajadores,40.40843,-3.71018,Entire home/apt,99,3,33,2.12,1,0
2993,50708690,San Blas - Canillejas,Rejas,40.44573,-3.58284,Entire home/apt,32,2,1,0.02,1,0
2994,50712233,Centro,Universidad,40.42721,-3.71146,Private room,30,2,2,0.05,1,341
2995,28038703,Chamberí,Trafalgar,40.42981,-3.70545,Entire home/apt,220,3,53,1.29,108,0
2996,8647044,Centro,Sol,40.41706,-3.70785,Entire home/apt,89,2,24,0.54,6,319
2997,17160544,Centro,Universidad,40.42421,-3.705,Private room,30,2,2,0.04,1,0
2998,50758294,Chamberí,Trafalgar,40.42894,-3.69691,Entire home/apt,56,2,95,2.19,1,322
2999,47983688,Centro,Justicia,40.42513,-3.69959,Entire home/apt,50,5,76,1.68,1,129
3000,1647109,Centro,Universidad,40.42411,-3.70991,Entire home/apt,115,3,52,1.15,9,287
3001,34264356,Centro,Cortes,40.41394,-3.70014,Entire home/apt,90,4,0,0.0,1,0
3002,26609247,Retiro,Ibiza,40.41619,-3.67629,Entire home/apt,85,3,148,3.44,1,256
3003,36542167,Centro,Embajadores,40.41337,-3.70721,Entire home/apt,100,2,87,1.92,1,79
3004,34623998,Centro,Cortes,40.41306,-3.69691,Entire home/apt,300,2,80,2.02,2,325
3005,50838254,Centro,Embajadores,40.41388,-3.70608,Entire home/apt,280,1,61,1.47,6,153
3006,19238205,Centro,Universidad,40.4203,-3.70364,Entire home/apt,99,3,166,3.96,1,130
3007,7657596,Centro,Sol,40.41739,-3.70766,Entire home/apt,90,1,2,0.04,1,0
3008,50883425,Puente de Vallecas,Palomeras Bajas,40.38955,-3.6601,Private room,25,1,0,0.0,1,0
3009,50351360,Centro,Embajadores,40.4104,-3.70763,Private room,40,3,6,0.13,2,0
3010,5823271,Chamberí,Vallehermoso,40.441,-3.70885,Entire home/apt,49,2,2,0.04,1,0
3011,50894507,Tetuán,Bellas Vistas,40.45389,-3.7072,Entire home/apt,60,3,13,0.29,1,3
3012,49690529,Centro,Sol,40.41864,-3.70794,Entire home/apt,71,3,253,5.59,2,38
3013,50908516,Centro,Palacio,40.41109,-3.70898,Entire home/apt,120,1,197,4.35,2,289
3014,50918682,Centro,Embajadores,40.41009,-3.70715,Private room,15,1,2,0.04,1,0
3015,50921873,Salamanca,Recoletos,40.4246,-3.68332,Private room,14,1,1,0.04,1,0
3016,50916552,Carabanchel,San Isidro,40.39852,-3.71966,Private room,20,2,1,0.02,1,0
3017,20888962,Centro,Universidad,40.42455,-3.70358,Entire home/apt,60,5,30,0.66,1,0
3018,1408525,Centro,Embajadores,40.40964,-3.70395,Entire home/apt,66,4,21,0.5,56,326
3019,32971833,Ciudad Lineal,Quintana,40.43408,-3.65282,Private room,45,1,13,0.3,2,321
3020,46064960,Puente de Vallecas,San Diego,40.38717,-3.66795,Private room,18,30,3,0.08,5,353
3021,1650712,Chamartín,Hispanoamérica,40.45364,-3.67792,Entire home/apt,138,3,4,0.1,26,285
3022,48340394,Retiro,Ibiza,40.41609,-3.67677,Entire home/apt,132,150,21,0.49,1,292
3023,51078368,Centro,Sol,40.41579,-3.70566,Entire home/apt,69,3,103,2.28,1,28
3024,48874758,Centro,Sol,40.41963,-3.70684,Entire home/apt,190,3,209,4.62,3,316
3025,41731653,Centro,Sol,40.41679,-3.70838,Entire home/apt,70,2,333,7.35,5,218
3026,19046031,Latina,Puerta del Angel,40.41273,-3.72523,Private room,15,1,6,0.13,1,0
3027,51127160,Salamanca,Castellana,40.42935,-3.68526,Entire home/apt,90,2,31,0.72,1,122
3028,4899642,Centro,Embajadores,40.40673,-3.70092,Private room,38,2,262,5.8,2,102
3029,51140959,Centro,Justicia,40.42296,-3.69804,Entire home/apt,50,2,134,3.03,1,176
3030,10283018,Centro,Palacio,40.42169,-3.7131,Private room,15,3,4,0.09,1,0
3031,51176570,Centro,Cortes,40.4154,-3.6988,Entire home/apt,115,2,239,5.63,6,94
3032,19788545,Salamanca,Lista,40.43494,-3.67557,Private room,30,3,53,1.19,6,0
3033,31509536,Centro,Cortes,40.41508,-3.70155,Entire home/apt,78,2,57,1.34,9,248
3034,51230196,Tetuán,Castillejos,40.46438,-3.69275,Private room,45,3,0,0.0,1,0
3035,51165124,Centro,Universidad,40.4218,-3.70246,Entire home/apt,65,2,162,3.55,1,302
3036,40620794,Centro,Embajadores,40.40805,-3.70941,Entire home/apt,270,2,62,1.45,3,328
3037,8244614,Centro,Embajadores,40.41149,-3.70748,Entire home/apt,69,3,85,1.88,20,137
3038,1410233,Latina,Aluche,40.39087,-3.76179,Private room,22,3,79,1.82,3,286
3039,38143510,Centro,Embajadores,40.41245,-3.70336,Entire home/apt,50,2,171,3.89,1,284
3040,12527455,Centro,Universidad,40.42557,-3.70943,Private room,35,2,134,2.93,1,140
3041,7906474,Chamartín,Nueva España,40.46161,-3.67935,Entire home/apt,120,1,0,0.0,1,0
3042,23491551,Centro,Universidad,40.42163,-3.70242,Private room,45,2,197,4.35,1,0
3043,39267929,Centro,Sol,40.41646,-3.70481,Entire home/apt,65,1,0,0.0,1,0
3044,49178744,Fuencarral - El Pardo,La Paz,40.48458,-3.70328,Private room,15,20,2,0.72,1,269
3045,1415413,Latina,Puerta del Angel,40.40785,-3.73415,Entire home/apt,44,3,71,1.6,1,21
3046,2931421,Centro,Universidad,40.4225,-3.70628,Entire home/apt,140,2,137,3.06,10,55
3047,17201449,Hortaleza,Valdefuentes,40.48016,-3.63127,Entire home/apt,400,1,1,0.07,1,322
3048,50306084,Centro,Justicia,40.42064,-3.70104,Entire home/apt,77,7,2,0.12,1,45
3049,14314106,Centro,Embajadores,40.40954,-3.69892,Private room,55,1,26,1.51,1,357
3050,1410233,Latina,Aluche,40.39234,-3.76383,Private room,25,3,86,1.9,3,314
3051,3919700,Centro,Cortes,40.41113,-3.69399,Entire home/apt,60,2,17,0.39,2,0
3052,51588646,Tetuán,Castillejos,40.45925,-3.69362,Hotel room,140,2,68,1.57,1,159
3053,51592261,Centro,Sol,40.4179,-3.70617,Entire home/apt,305,2,131,2.89,2,215
3054,14750784,Centro,Cortes,40.41462,-3.69905,Entire home/apt,91,1,179,4.02,1,303
3055,7667680,Centro,Embajadores,40.40867,-3.70182,Entire home/apt,42,3,0,0.0,1,0
3056,51647919,Centro,Sol,40.41483,-3.70718,Entire home/apt,99,2,180,4.12,6,69
