,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
8915,34563914,Tetuán,Castillejos,40.45977,-3.69657,Entire home/apt,50,7,8,0.46,1,292
8916,161294341,Centro,Embajadores,40.40882,-3.70789,Entire home/apt,120,2,68,3.27,1,0
8917,161007162,Retiro,Pacífico,40.40539,-3.67907,Private room,25,1,0,0.0,1,0
8918,82640241,Salamanca,Goya,40.42754,-3.67558,Private room,35,1,3,0.14,1,0
8919,7827973,Centro,Embajadores,40.40703,-3.70077,Entire home/apt,75,3,29,1.36,1,88
8920,161300683,Villa de Vallecas,Casco Histórico de Vallecas,40.37032,-3.61524,Entire home/apt,55,2,52,2.66,1,81
8921,118572350,Centro,Sol,40.41771,-3.70264,Entire home/apt,90,3,5,0.27,4,73
8922,102577198,Centro,Embajadores,40.40718,-3.70756,Entire home/apt,60,1,81,5.8,1,122
8923,161310824,Chamartín,El Viso,40.44299,-3.67886,Private room,27,2,112,5.18,2,301
8924,161316988,Centro,Sol,40.41592,-3.70494,Entire home/apt,58,1,50,2.31,1,325
8925,51526127,Centro,Sol,40.41712,-3.70518,Entire home/apt,75,1,39,1.8,1,101
8926,37995538,Arganzuela,Palos de Moguer,40.4046,-3.70137,Private room,17,1,24,1.11,1,0
8927,24439322,Chamberí,Almagro,40.43608,-3.69709,Entire home/apt,119,2,0,0.0,7,103
8928,69566471,Chamberí,Arapiles,40.43552,-3.70974,Entire home/apt,295,15,0,0.0,25,336
8929,7484133,Carabanchel,San Isidro,40.40141,-3.72307,Private room,19,1,23,1.28,2,276
8930,9630173,Centro,Universidad,40.42726,-3.70584,Entire home/apt,40,2,6,0.28,1,0
8931,160840653,Centro,Sol,40.41827,-3.70074,Entire home/apt,66,2,64,2.95,1,118
8932,161437264,Centro,Embajadores,40.40944,-3.70342,Entire home/apt,95,3,110,5.08,1,318
8933,47697006,Tetuán,Bellas Vistas,40.45402,-3.70652,Private room,80,3,0,0.0,1,0
8934,1716726,Arganzuela,Delicias,40.39459,-3.69348,Private room,29,2,9,0.43,5,0
8935,24638457,Centro,Cortes,40.41202,-3.69544,Entire home/apt,300,1,179,8.27,1,219
8936,1716726,Arganzuela,Delicias,40.39503,-3.69294,Private room,25,3,23,1.14,5,0
8937,25406860,Arganzuela,Legazpi,40.39169,-3.6933,Private room,22,5,41,1.94,2,167
8938,11294541,Chamberí,Gaztambide,40.43799,-3.71757,Private room,21,1,44,2.06,3,0
8939,108286553,Centro,Justicia,40.42068,-3.69848,Shared room,16,1,60,2.88,8,103
8940,160480028,Latina,Aluche,40.3853,-3.7541,Private room,20,2,36,1.68,1,0
8941,25406860,Arganzuela,Legazpi,40.3907,-3.69542,Entire home/apt,50,1,2,0.1,2,0
8942,160981040,Puente de Vallecas,Portazgo,40.39081,-3.64829,Private room,13,22,9,0.47,3,231
8943,160981040,Puente de Vallecas,Portazgo,40.39048,-3.64792,Private room,13,15,7,0.45,3,47
8944,119678685,Centro,Justicia,40.42294,-3.69894,Entire home/apt,54,2,100,5.38,1,26
8945,28387700,Arganzuela,Acacias,40.40164,-3.70237,Private room,35,1,3,0.18,1,172
8946,29326529,Salamanca,Lista,40.42949,-3.67628,Entire home/apt,74,4,53,2.7,1,0
8947,21113794,Chamberí,Arapiles,40.4301,-3.70648,Private room,19,2,7,0.33,1,0
8948,50273855,Moncloa - Aravaca,Argüelles,40.42427,-3.71388,Entire home/apt,500,2,1,0.05,1,115
8949,161714326,Arganzuela,Palos de Moguer,40.40149,-3.68862,Entire home/apt,45,2,0,0.0,1,0
8950,21537791,Villaverde,San Cristobal,40.34086,-3.68591,Private room,10,1,7,0.32,2,0
8951,161730930,Centro,Embajadores,40.41067,-3.70283,Entire home/apt,145,2,81,3.76,1,111
8952,161829162,Tetuán,Castillejos,40.45762,-3.69793,Entire home/apt,50,2,4,0.19,1,0
8953,74099628,Moncloa - Aravaca,Casa de Campo,40.42831,-3.73034,Private room,40,2,53,2.48,1,348
8954,64058555,Centro,Embajadores,40.40849,-3.7056,Private room,49,2,71,3.55,1,169
8955,161755659,Salamanca,Goya,40.42283,-3.67804,Entire home/apt,99,3,89,4.53,2,295
8956,7179912,Tetuán,Valdeacederas,40.46966,-3.7048,Entire home/apt,680,2,7,0.35,1,179
8957,45070687,Centro,Universidad,40.42244,-3.70496,Entire home/apt,75,2,17,0.81,3,62
8958,7303083,Centro,Palacio,40.41754,-3.71131,Entire home/apt,55,3,9,1.02,1,276
8959,161871019,Moncloa - Aravaca,Casa de Campo,40.42224,-3.71614,Private room,35,1,20,0.93,2,0
8960,26205011,Centro,Sol,40.41664,-3.7077,Entire home/apt,161,3,2,0.14,11,65
8961,38765097,Tetuán,Berruguete,40.46054,-3.70346,Private room,20,4,44,2.07,16,314
8962,14388239,Salamanca,Castellana,40.42927,-3.6856,Entire home/apt,57,2,30,1.47,1,0
8963,161950622,Villaverde,San Andrés,40.34357,-3.70903,Private room,16,1,112,5.23,1,351
8964,39362213,Centro,Sol,40.41742,-3.70362,Entire home/apt,140,1,3,0.14,23,0
8965,161965241,Arganzuela,Palos de Moguer,40.40212,-3.69088,Entire home/apt,110,2,42,1.96,1,97
8966,161976701,Barajas,Casco Histórico de Barajas,40.47228,-3.58022,Entire home/apt,75,1,67,3.18,1,5
8967,26205011,Centro,Sol,40.41576,-3.70766,Entire home/apt,199,3,1,0.05,11,47
8968,93798916,Arganzuela,Acacias,40.404,-3.70333,Private room,50,2,1,0.05,1,88
8969,153605646,Moncloa - Aravaca,Argüelles,40.42926,-3.72045,Entire home/apt,130,1,30,1.4,1,338
8970,162015399,Chamberí,Rios Rosas,40.44329,-3.69896,Private room,21,2,0,0.0,1,0
8971,161947789,Centro,Universidad,40.42805,-3.70685,Entire home/apt,45,2,43,2.01,1,0
8972,88121129,Centro,Palacio,40.41145,-3.71244,Private room,15,2,3,0.14,1,0
8973,105870989,Arganzuela,Palos de Moguer,40.40544,-3.69797,Entire home/apt,55,3,28,1.34,1,0
8974,162068616,Carabanchel,San Isidro,40.39699,-3.72032,Entire home/apt,30,1,2,0.09,1,0
8975,53327354,Puente de Vallecas,San Diego,40.38324,-3.66681,Private room,27,2,28,1.32,2,308
8976,19000680,Centro,Justicia,40.42607,-3.69952,Entire home/apt,160,2,8,0.41,2,261
8977,2696558,Centro,Palacio,40.41344,-3.71322,Entire home/apt,90,3,16,0.93,1,50
8978,162188450,Centro,Embajadores,40.40844,-3.70706,Entire home/apt,85,3,116,5.56,1,90
8979,159558182,Centro,Universidad,40.42327,-3.70881,Entire home/apt,156,1,16,0.41,44,319
8980,159558182,Centro,Universidad,40.42524,-3.71023,Entire home/apt,164,1,7,0.18,44,342
8981,159558182,Salamanca,Recoletos,40.42098,-3.68426,Entire home/apt,300,1,12,0.3,44,304
8982,159558182,Centro,Palacio,40.41202,-3.71371,Entire home/apt,156,1,4,0.08,44,0
8983,159558182,Centro,Palacio,40.41149,-3.71338,Entire home/apt,332,1,44,0.91,44,287
8984,159558182,Centro,Palacio,40.41176,-3.71297,Entire home/apt,328,1,3,0.13,44,296
8985,159558182,Centro,Universidad,40.42603,-3.71071,Entire home/apt,242,1,8,0.33,44,329
8986,159558182,Salamanca,Goya,40.42756,-3.67938,Entire home/apt,268,1,9,0.2,44,0
8987,159558182,Salamanca,Recoletos,40.42005,-3.69147,Entire home/apt,746,1,16,0.44,44,0
8988,99018982,Centro,Cortes,40.41633,-3.69622,Entire home/apt,61,1,6,0.42,110,327
8989,121082408,Centro,Universidad,40.4238,-3.71101,Entire home/apt,80,2,22,1.09,3,49
8990,54310958,Centro,Embajadores,40.40801,-3.70514,Entire home/apt,111,2,6,0.29,49,72
8991,162228159,Centro,Universidad,40.42232,-3.70669,Entire home/apt,250,2,52,2.21,3,324
8992,162228159,Centro,Palacio,40.41854,-3.71048,Entire home/apt,200,2,69,3.13,3,317
8993,162228159,Centro,Justicia,40.42092,-3.70037,Entire home/apt,200,2,78,3.24,3,325
8994,162212793,Salamanca,Guindalera,40.43688,-3.66668,Entire home/apt,49,3,73,3.49,1,104
8995,1716726,Arganzuela,Delicias,40.39505,-3.69359,Private room,25,4,19,0.91,5,0
8996,16159481,Latina,Lucero,40.40464,-3.75833,Private room,10,2,10,0.49,2,0
8997,58475565,Arganzuela,Acacias,40.40023,-3.7026,Entire home/apt,60,2,46,2.33,1,291
8998,160283377,Centro,Palacio,40.41169,-3.71365,Entire home/apt,100,4,0,0.0,1,0
8999,65566467,Centro,Justicia,40.42414,-3.69995,Entire home/apt,60,3,26,1.34,1,51
9000,162289134,Puente de Vallecas,San Diego,40.38295,-3.66804,Private room,21,2,35,3.07,1,129
9001,162298612,Centro,Embajadores,40.40824,-3.69884,Entire home/apt,58,1,65,3.04,2,16
9002,162324507,Centro,Embajadores,40.41175,-3.70324,Entire home/apt,49,10,15,0.88,1,124
9003,14098467,Centro,Sol,40.41843,-3.70715,Entire home/apt,125,3,90,4.31,2,87
9004,99018982,Chamartín,El Viso,40.44228,-3.68184,Entire home/apt,81,1,5,0.6,110,316
9005,104338348,Centro,Universidad,40.42809,-3.70756,Entire home/apt,58,3,32,1.59,2,37
9006,110401502,Centro,Palacio,40.41694,-3.71214,Entire home/apt,150,2,38,1.8,1,57
9007,99018982,Moncloa - Aravaca,Argüelles,40.42675,-3.71525,Entire home/apt,52,1,0,0.0,110,0
9008,4206704,Salamanca,Guindalera,40.43545,-3.67465,Entire home/apt,70,2,5,0.23,2,336
9009,132022481,Centro,Universidad,40.42321,-3.70103,Private room,45,1,154,7.31,45,31
9010,132022481,Centro,Universidad,40.42276,-3.70112,Private room,45,1,150,7.23,45,34
9011,85489062,Centro,Cortes,40.4187,-3.69872,Entire home/apt,140,2,0,0.0,1,0
9012,37439120,Villa de Vallecas,Casco Histórico de Vallecas,40.35694,-3.59347,Entire home/apt,40,2,119,6.17,2,38
9013,162395034,Centro,Palacio,40.40974,-3.71076,Entire home/apt,60,3,0,0.0,1,0
9014,145463320,Centro,Universidad,40.42319,-3.70281,Entire home/apt,45,3,0,0.0,1,0
9015,162405125,Usera,Moscardó,40.38886,-3.70247,Private room,20,1,95,4.55,2,69
9016,162416506,Centro,Palacio,40.4142,-3.70806,Entire home/apt,75,2,86,5.17,2,23
9017,162416506,Centro,Sol,40.41608,-3.70802,Entire home/apt,75,2,96,4.58,2,68
9018,23087309,Centro,Sol,40.41684,-3.70757,Entire home/apt,65,2,50,2.42,1,43
9019,157229941,Centro,Palacio,40.42155,-3.7093,Entire home/apt,100,2,41,1.96,21,306
9020,160420172,Centro,Embajadores,40.40871,-3.70923,Entire home/apt,148,1,5,0.27,6,208
9021,160420172,Centro,Palacio,40.40925,-3.71087,Entire home/apt,114,1,1,0.05,6,205
9022,160420172,Centro,Palacio,40.4106,-3.71098,Entire home/apt,114,1,1,0.05,6,214
9023,160420172,Centro,Palacio,40.40769,-3.71373,Entire home/apt,114,1,1,0.18,6,202
9024,160420172,Centro,Embajadores,40.40858,-3.70925,Entire home/apt,148,1,10,0.54,6,212
9025,142945848,Centro,Universidad,40.42126,-3.70247,Entire home/apt,141,2,0,0.0,24,0
9026,142945848,Centro,Cortes,40.41676,-3.69991,Entire home/apt,151,2,1,0.21,24,365
9027,142945848,Centro,Embajadores,40.40895,-3.70409,Entire home/apt,498,1,2,0.22,24,0
9028,142945848,Centro,Cortes,40.41742,-3.69976,Entire home/apt,151,2,0,0.0,24,365
9029,142945848,Centro,Justicia,40.42347,-3.69807,Entire home/apt,282,2,0,0.0,24,0
9030,142945848,Centro,Embajadores,40.41113,-3.70188,Entire home/apt,318,2,0,0.0,24,0
9031,142945848,Centro,Cortes,40.41601,-3.70073,Entire home/apt,96,4,0,0.0,24,363
9032,112503975,Carabanchel,San Isidro,40.39759,-3.71681,Private room,22,2,35,1.66,2,353
9033,102191609,Centro,Palacio,40.41008,-3.71259,Entire home/apt,35,5,1,0.06,1,0
9034,132022481,Centro,Universidad,40.42408,-3.7012,Private room,45,1,148,6.91,45,27
9035,28038703,Salamanca,Recoletos,40.42236,-3.68347,Entire home/apt,425,3,2,0.14,108,291
9036,132022481,Centro,Universidad,40.42253,-3.70145,Private room,45,1,109,5.09,45,22
9037,132022481,Centro,Universidad,40.4226,-3.70196,Private room,58,1,146,6.82,45,27
9038,162504236,Centro,Embajadores,40.4093,-3.70547,Entire home/apt,70,3,84,4.01,1,57
9039,162550160,Ciudad Lineal,Concepción,40.4344,-3.65799,Entire home/apt,50,2,47,2.23,1,191
9040,162520533,Salamanca,Fuente del Berro,40.42804,-3.66406,Entire home/apt,50,2,49,2.34,1,49
9041,7619111,Chamartín,Ciudad Jardín,40.44807,-3.67643,Private room,41,2,22,1.39,2,27
9042,162621963,Centro,Cortes,40.41223,-3.6984,Entire home/apt,53,3,66,3.16,1,144
9043,157229941,Centro,Palacio,40.41168,-3.71344,Entire home/apt,100,2,34,1.66,21,321
9044,157229941,Centro,Universidad,40.42028,-3.70415,Entire home/apt,80,2,20,1.03,21,305
9045,3144135,Centro,Sol,40.41739,-3.70195,Entire home/apt,110,2,3,0.18,1,244
9046,157229941,Centro,Palacio,40.4124,-3.71537,Entire home/apt,115,2,15,1.21,21,326
9047,157229941,Centro,Palacio,40.41101,-3.71476,Entire home/apt,80,2,14,0.67,21,326
9048,5417866,Centro,Embajadores,40.40942,-3.70006,Entire home/apt,75,4,10,0.48,1,2
9049,50716384,Centro,Palacio,40.41063,-3.71132,Entire home/apt,145,1,73,3.48,5,239
9050,88564699,Chamberí,Arapiles,40.43838,-3.70911,Private room,27,3,3,0.14,1,0
9051,162677943,Centro,Embajadores,40.41233,-3.70344,Entire home/apt,146,2,79,3.9,1,19
9052,162692482,Centro,Justicia,40.42292,-3.69922,Entire home/apt,60,7,0,0.0,1,0
9053,83300935,Tetuán,Bellas Vistas,40.44904,-3.70782,Private room,14,1,18,3.38,1,0
9054,63925491,Centro,Universidad,40.4259,-3.70165,Entire home/apt,150,2,19,0.98,1,28
9055,60762872,Centro,Universidad,40.42213,-3.70377,Entire home/apt,70,2,20,0.95,1,353
9056,162778839,Fuencarral - El Pardo,Valverde,40.48621,-3.68741,Entire home/apt,59,2,71,3.39,1,152
9057,162797098,Centro,Embajadores,40.40836,-3.70999,Entire home/apt,93,5,26,1.25,1,53
9058,72149332,Ciudad Lineal,Pueblo Nuevo,40.42516,-3.63403,Private room,15,1,9,0.43,1,0
9059,50895536,Centro,Universidad,40.42416,-3.70564,Entire home/apt,80,2,115,5.4,1,85
9060,10844970,Centro,Justicia,40.4211,-3.69819,Entire home/apt,56,90,0,0.0,3,256
9061,22339680,Puente de Vallecas,Palomeras Bajas,40.39051,-3.65845,Entire home/apt,105,2,34,1.78,1,161
9062,364585,Centro,Justicia,40.42496,-3.69692,Entire home/apt,150,3,18,0.98,5,33
9063,25691772,Barajas,Aeropuerto,40.48074,-3.57603,Private room,85,1,0,0.0,2,365
9064,163006923,Salamanca,Guindalera,40.43568,-3.66971,Entire home/apt,150,4,0,0.0,1,0
9065,157409475,Centro,Embajadores,40.40813,-3.70589,Entire home/apt,90,3,22,1.05,1,156
9066,162105875,Centro,Universidad,40.42351,-3.7034,Entire home/apt,50,2,5,0.23,3,170
9067,163033659,Centro,Sol,40.41696,-3.70573,Entire home/apt,70,2,78,3.72,1,49
9068,155716064,Vicálvaro,Casco Histórico de Vicálvaro,40.39997,-3.62234,Private room,27,2,67,3.35,1,0
9069,3772441,Centro,Palacio,40.41259,-3.7164,Entire home/apt,92,2,29,1.38,1,328
9070,29281033,Centro,Palacio,40.41186,-3.71047,Entire home/apt,110,2,131,6.26,6,112
9071,163066315,Usera,San Fermín,40.36947,-3.68998,Private room,23,2,19,1.2,2,58
9072,111127491,Centro,Justicia,40.42038,-3.69845,Entire home/apt,130,2,84,4.2,8,310
9073,2242135,Centro,Embajadores,40.41123,-3.70683,Entire home/apt,450,4,83,4.06,8,214
9074,123210997,Centro,Palacio,40.41323,-3.71266,Entire home/apt,70,3,77,3.71,5,182
9075,118563251,Centro,Embajadores,40.41109,-3.70232,Entire home/apt,25,2,119,5.68,3,70
9076,163132812,Arganzuela,Acacias,40.40379,-3.70245,Private room,29,13,7,0.34,2,0
9077,23714327,Centro,Universidad,40.42145,-3.70469,Private room,70,2,6,0.31,1,0
9078,157229941,Centro,Justicia,40.42399,-3.69559,Entire home/apt,70,2,31,1.48,21,314
9079,157229941,Centro,Universidad,40.42381,-3.70521,Entire home/apt,70,2,25,1.2,21,310
9080,6039674,Centro,Palacio,40.42103,-3.70732,Entire home/apt,57,6,23,1.36,2,329
9081,1408525,Centro,Universidad,40.42375,-3.70407,Entire home/apt,110,3,1,0.27,56,269
9082,163158787,Moncloa - Aravaca,Argüelles,40.43006,-3.7203,Entire home/apt,66,2,69,3.27,1,97
9083,131660959,Centro,Embajadores,40.41075,-3.7023,Entire home/apt,120,1,51,3.53,1,235
9084,158063199,Centro,Palacio,40.41825,-3.71101,Private room,49,3,50,2.57,2,344
9085,149500884,Chamberí,Gaztambide,40.43838,-3.71718,Private room,25,1,0,0.0,1,0
9086,162922596,Centro,Justicia,40.42084,-3.70039,Entire home/apt,66,1,126,6.1,1,0
9087,45979786,Retiro,Pacífico,40.40507,-3.67381,Entire home/apt,30,3,1,0.06,2,0
9088,51564174,Centro,Universidad,40.42433,-3.70608,Hotel room,41,2,8,0.47,42,302
9089,163211129,Ciudad Lineal,Pueblo Nuevo,40.43514,-3.64275,Private room,28,5,6,0.29,1,362
9090,27526991,Salamanca,Recoletos,40.42881,-3.6853,Hotel room,149,1,21,1.02,46,69
9091,77313048,Centro,Embajadores,40.40986,-3.70679,Entire home/apt,100,4,1,0.06,1,0
9092,2419618,Centro,Palacio,40.42236,-3.71034,Entire home/apt,175,2,2,0.14,10,169
9093,1408525,Centro,Embajadores,40.41166,-3.70789,Entire home/apt,77,7,6,0.45,56,306
9094,122824273,Centro,Cortes,40.41085,-3.6959,Entire home/apt,130,2,40,2.15,4,108
9095,35575308,Centro,Justicia,40.4212,-3.69729,Private room,35,1,35,1.67,15,1
9096,112373304,Centro,Universidad,40.42873,-3.70414,Entire home/apt,99,1,5,0.27,47,330
9097,121980622,Retiro,Pacífico,40.40404,-3.67616,Entire home/apt,117,5,73,3.49,34,175
9098,87307761,Ciudad Lineal,Pueblo Nuevo,40.43198,-3.63372,Private room,19,2,0,0.0,1,0
9099,35575308,Centro,Justicia,40.42155,-3.69735,Private room,35,1,68,3.24,15,1
9100,163316548,Centro,Embajadores,40.40775,-3.70323,Entire home/apt,45,3,1,0.42,2,17
9101,35575308,Centro,Justicia,40.42117,-3.69866,Private room,25,1,55,2.69,15,1
9102,35575308,Centro,Justicia,40.42102,-3.69796,Private room,35,1,27,1.51,15,1
9103,16666103,Centro,Embajadores,40.41354,-3.70558,Entire home/apt,90,2,131,6.21,7,251
9104,85095790,Retiro,Ibiza,40.41758,-3.67267,Private room,39,1,4,0.19,1,0
9105,163339990,Ciudad Lineal,Quintana,40.43285,-3.65425,Entire home/apt,40,1,31,1.48,1,0
9106,71137764,Ciudad Lineal,Concepción,40.43315,-3.657,Private room,17,100,14,0.69,7,342
9107,99433331,Latina,Cármenes,40.40559,-3.72551,Private room,29,2,3,0.17,2,0
9108,43217904,Centro,Universidad,40.42552,-3.70684,Private room,30,7,3,0.14,1,0
9109,163343628,Centro,Palacio,40.41332,-3.71157,Entire home/apt,99,1,101,5.31,2,266
9110,162651402,Centro,Embajadores,40.40874,-3.69921,Entire home/apt,75,2,74,3.54,2,157
9111,42149444,Centro,Palacio,40.41216,-3.71122,Entire home/apt,150,2,38,1.93,2,148
9112,137955650,Centro,Palacio,40.41644,-3.70923,Entire home/apt,56,1,122,5.82,5,299
9113,49633609,Chamartín,Prosperidad,40.44001,-3.67599,Private room,25,2,35,1.69,1,83
9114,79270721,Centro,Embajadores,40.41203,-3.7059,Entire home/apt,78,1,6,0.45,6,335
9115,2864064,Centro,Palacio,40.41318,-3.71065,Entire home/apt,54,1,78,3.81,23,252
9116,161283576,Chamberí,Trafalgar,40.43426,-3.70238,Private room,18,2,11,0.54,3,340
9117,152196443,Centro,Embajadores,40.40686,-3.70451,Private room,25,1,82,3.89,1,54
9118,163447801,Tetuán,Cuatro Caminos,40.45094,-3.6996,Entire home/apt,85,4,39,1.86,1,137
9119,162633608,Hortaleza,Apostol Santiago,40.47918,-3.66383,Private room,28,1,19,0.9,2,0
9120,163453049,Centro,Embajadores,40.40666,-3.69996,Entire home/apt,25,2,2,0.1,1,0
9121,106491123,Centro,Embajadores,40.41374,-3.70465,Entire home/apt,89,2,100,4.75,7,304
9122,2048738,Retiro,Jerónimos,40.4094,-3.69003,Entire home/apt,110,3,87,4.35,1,113
9123,46578624,Centro,Sol,40.41767,-3.70748,Entire home/apt,55,1,131,7.04,1,130
9124,162142314,Centro,Palacio,40.42127,-3.70833,Entire home/apt,200,3,35,1.68,1,159
9125,106824893,Centro,Sol,40.41625,-3.70594,Entire home/apt,105,1,8,0.84,1,0
9126,163491174,Carabanchel,Puerta Bonita,40.38654,-3.72934,Entire home/apt,45,3,67,3.21,1,280
9127,107141654,Centro,Justicia,40.422,-3.69938,Entire home/apt,150,1,65,3.22,66,112
9128,32046323,Centro,Justicia,40.42237,-3.69208,Entire home/apt,387,30,0,0.0,83,230
9129,69566471,Chamberí,Arapiles,40.43864,-3.71027,Entire home/apt,285,20,2,0.23,25,335
9130,54310958,Centro,Universidad,40.42113,-3.70132,Entire home/apt,112,2,17,0.81,49,80
9131,50842209,Puente de Vallecas,Numancia,40.39819,-3.66732,Private room,13,3,1,0.05,1,0
9132,506791,Salamanca,Lista,40.43657,-3.67873,Private room,50,3,0,0.0,1,0
9133,6457225,Arganzuela,Palos de Moguer,40.40297,-3.69723,Entire home/apt,45,3,0,0.0,1,0
9134,145991627,Centro,Sol,40.41581,-3.70363,Entire home/apt,73,1,83,3.95,3,285
9135,1408525,Centro,Universidad,40.42297,-3.70219,Entire home/apt,95,3,5,0.26,56,322
9136,161283576,Chamberí,Trafalgar,40.43216,-3.70298,Private room,18,1,52,2.5,3,300
9137,135124002,Carabanchel,Comillas,40.39471,-3.70994,Private room,26,1,1,0.05,1,0
9138,163726768,Salamanca,Goya,40.42825,-3.67754,Entire home/apt,70,2,68,3.31,1,0
9139,160173328,Chamartín,Hispanoamérica,40.45319,-3.68436,Private room,55,2,42,2.05,1,157
9140,32736954,Arganzuela,Chopera,40.39691,-3.69822,Private room,100,4,3,0.17,1,353
9141,9885245,Centro,Universidad,40.4235,-3.706,Entire home/apt,55,1,103,4.96,36,335
9142,162105875,Centro,Universidad,40.42622,-3.7067,Private room,90,2,0,0.0,3,171
9143,133056146,Chamberí,Gaztambide,40.4338,-3.71655,Entire home/apt,158,1,8,0.56,28,73
9144,162298612,Centro,Embajadores,40.40674,-3.69839,Entire home/apt,49,1,40,1.95,2,30
9145,151156487,Chamberí,Rios Rosas,40.44561,-3.69729,Private room,30,1,0,0.0,1,0
9146,64342532,Latina,Lucero,40.40497,-3.74372,Private room,20,2,0,0.0,1,50
9147,88589135,Latina,Lucero,40.40701,-3.74694,Entire home/apt,48,2,54,2.58,10,331
9148,106263371,Latina,Aluche,40.3935,-3.74265,Private room,20,3,72,3.45,7,62
9149,10282516,Centro,Embajadores,40.41181,-3.69995,Entire home/apt,90,3,84,4.16,2,110
9150,40877988,Chamberí,Arapiles,40.43496,-3.70451,Entire home/apt,120,1,66,3.17,56,180
9151,29281033,Centro,Palacio,40.41334,-3.70948,Entire home/apt,118,2,131,6.3,6,96
9152,44066038,Salamanca,Lista,40.43211,-3.67627,Entire home/apt,250,2,17,0.84,2,0
9153,164155441,Centro,Universidad,40.42243,-3.70173,Entire home/apt,140,1,84,4.26,1,248
9154,5239042,Centro,Embajadores,40.41015,-3.70152,Entire home/apt,65,3,32,1.55,20,332
9155,75775385,Tetuán,Valdeacederas,40.46435,-3.69598,Private room,16,7,0,0.0,1,191
9156,54310958,Centro,Palacio,40.41309,-3.71117,Entire home/apt,118,2,16,0.79,49,0
9157,107141654,Centro,Palacio,40.41195,-3.71332,Entire home/apt,100,1,94,4.48,66,93
9158,1408525,Moncloa - Aravaca,Argüelles,40.4291,-3.71537,Entire home/apt,100,3,1,0.1,56,328
9159,152475297,Centro,Sol,40.41462,-3.70448,Entire home/apt,149,1,21,1.18,1,154
9160,2931421,Centro,Universidad,40.42888,-3.70421,Entire home/apt,75,2,41,2.03,10,144
9161,164038723,Centro,Embajadores,40.40859,-3.70691,Entire home/apt,40,2,108,5.23,4,41
9162,6306910,Centro,Embajadores,40.40979,-3.70383,Entire home/apt,59,3,107,5.12,1,85
9163,123210997,Centro,Cortes,40.41432,-3.70001,Entire home/apt,70,3,87,4.31,5,97
9164,27526991,Centro,Embajadores,40.41109,-3.7016,Hotel room,71,1,24,1.33,46,6
9165,82475147,Latina,Aluche,40.3853,-3.75303,Shared room,40,1,0,0.0,1,0
9166,153102790,Ciudad Lineal,Pueblo Nuevo,40.43087,-3.64442,Private room,35,2,21,1.11,2,70
9167,24099435,Arganzuela,Delicias,40.39751,-3.69553,Private room,40,3,3,0.2,4,0
9168,164424379,Centro,Embajadores,40.40942,-3.70022,Entire home/apt,60,2,163,8.06,1,116
9169,56371885,Centro,Sol,40.41979,-3.70406,Entire home/apt,99,1,107,5.24,3,244
9170,41990536,Centro,Cortes,40.41315,-3.69768,Entire home/apt,128,1,58,3.12,8,338
9171,164445839,Centro,Cortes,40.41492,-3.69386,Entire home/apt,76,2,55,2.72,1,127
9172,41990536,Centro,Cortes,40.41304,-3.69776,Entire home/apt,129,1,55,2.95,8,357
9173,41990536,Centro,Cortes,40.41316,-3.69759,Entire home/apt,129,1,94,5.04,8,341
9174,41990536,Centro,Cortes,40.41199,-3.69781,Entire home/apt,128,1,35,1.88,8,361
9175,164453085,Centro,Justicia,40.42081,-3.7007,Entire home/apt,65,2,65,3.22,3,125
9176,41990536,Centro,Cortes,40.41322,-3.6978,Entire home/apt,128,1,49,2.63,8,348
9177,164453085,Centro,Justicia,40.42182,-3.69923,Entire home/apt,66,2,59,2.83,3,242
9178,17964735,Tetuán,Bellas Vistas,40.45284,-3.70687,Private room,25,2,77,3.97,1,126
9179,164485317,Centro,Universidad,40.423,-3.70651,Entire home/apt,189,1,77,3.8,1,283
9180,9097215,Chamartín,Ciudad Jardín,40.44643,-3.67107,Private room,55,1,6,0.53,1,346
9181,88589135,Latina,Lucero,40.40851,-3.74692,Entire home/apt,45,2,65,3.11,10,321
9182,38352975,Centro,Universidad,40.42481,-3.7104,Entire home/apt,100,14,4,0.23,14,11
9183,27526991,Chamberí,Rios Rosas,40.44522,-3.69575,Hotel room,120,1,26,1.26,46,291
9184,66593342,Chamberí,Almagro,40.43669,-3.69592,Private room,50,2,0,0.0,1,0
9185,164596482,Ciudad Lineal,San Pascual,40.43685,-3.65501,Private room,27,2,20,0.98,1,67
9186,54310958,Centro,Embajadores,40.4129,-3.70069,Entire home/apt,144,2,15,0.72,49,0
9187,164605887,Salamanca,Recoletos,40.42703,-3.68175,Entire home/apt,110,2,61,2.98,1,201
9188,15132401,Chamartín,Prosperidad,40.4403,-3.67427,Entire home/apt,83,4,44,2.21,5,123
9189,138180754,Carabanchel,Comillas,40.39528,-3.70717,Entire home/apt,80,6,0,0.0,1,0
9190,596469,Salamanca,Recoletos,40.42622,-3.68294,Hotel room,245,1,11,0.56,30,324
9191,164631393,Tetuán,Cuatro Caminos,40.44988,-3.7014,Entire home/apt,110,2,3,0.29,2,331
9192,16310133,Fuencarral - El Pardo,Peñagrande,40.48117,-3.71608,Private room,85,1,5,0.3,2,168
9193,3253265,Arganzuela,Acacias,40.40069,-3.7005,Entire home/apt,68,2,65,3.11,1,53
